anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0006365.jpg,data\raw\images\fairface_0006443.jpg,data\raw\images\fairface_0008883.jpg,train_identity_0026,train_identity_0026,train_identity_1745,Female_0-19_Dark
data\raw\images\fairface_0006365.jpg,data\raw\images\fairface_0006520.jpg,data\raw\images\fairface_0003789.jpg,train_identity_0026,train_identity_0026,train_identity_0142,Female_0-19_Dark
data\raw\images\fairface_0006378.jpg,data\raw\images\fairface_0006443.jpg,data\raw\images\fairface_0005574.jpg,train_identity_0026,train_identity_0026,train_identity_1384,Female_0-19_Dark
data\raw\images\fairface_0006378.jpg,data\raw\images\fairface_0006520.jpg,data\raw\images\fairface_0002542.jpg,train_identity_0026,train_identity_0026,train_identity_0828,Female_0-19_Dark
data\raw\images\fairface_0006443.jpg,data\raw\images\fairface_0006520.jpg,data\raw\images\fairface_0004650.jpg,train_identity_0026,train_identity_0026,train_identity_1168,Female_0-19_Dark
data\raw\images\fairface_0006523.jpg,data\raw\images\fairface_0006559.jpg,data\raw\images\fairface_0005733.jpg,train_identity_0027,train_identity_0027,train_identity_1187,Female_0-19_Dark
data\raw\images\fairface_0006523.jpg,data\raw\images\fairface_0006593.jpg,data\raw\images\fairface_0000794.jpg,train_identity_0027,train_identity_0027,train_identity_1270,Female_0-19_Dark
data\raw\images\fairface_0006523.jpg,data\raw\images\fairface_0006617.jpg,data\raw\images\fairface_0000418.jpg,train_identity_0027,train_identity_0027,train_identity_0860,Female_0-19_Dark
data\raw\images\fairface_0006559.jpg,data\raw\images\fairface_0006593.jpg,data\raw\images\fairface_0003755.jpg,train_identity_0027,train_identity_0027,train_identity_0536,Female_0-19_Dark
data\raw\images\fairface_0006559.jpg,data\raw\images\fairface_0006617.jpg,data\raw\images\fairface_0005101.jpg,train_identity_0027,train_identity_0027,train_identity_1373,Female_0-19_Dark
data\raw\images\fairface_0006593.jpg,data\raw\images\fairface_0006617.jpg,data\raw\images\fairface_0001687.jpg,train_identity_0027,train_identity_0027,train_identity_0490,Female_0-19_Dark
data\raw\images\fairface_0006672.jpg,data\raw\images\fairface_0006707.jpg,data\raw\images\fairface_0009225.jpg,train_identity_0028,train_identity_0028,train_identity_0812,Female_0-19_Dark
data\raw\images\fairface_0006672.jpg,data\raw\images\fairface_0006713.jpg,data\raw\images\fairface_0005253.jpg,train_identity_0028,train_identity_0028,train_identity_1377,Female_0-19_Dark
data\raw\images\fairface_0006672.jpg,data\raw\images\fairface_0006734.jpg,data\raw\images\fairface_0001021.jpg,train_identity_0028,train_identity_0028,train_identity_0938,Female_0-19_Dark
data\raw\images\fairface_0006707.jpg,data\raw\images\fairface_0006713.jpg,data\raw\images\fairface_0007267.jpg,train_identity_0028,train_identity_0028,train_identity_1541,Female_0-19_Dark
data\raw\images\fairface_0006707.jpg,data\raw\images\fairface_0006734.jpg,data\raw\images\fairface_0005327.jpg,train_identity_0028,train_identity_0028,train_identity_0020,Female_0-19_Dark
data\raw\images\fairface_0006713.jpg,data\raw\images\fairface_0006734.jpg,data\raw\images\fairface_0000950.jpg,train_identity_0028,train_identity_0028,train_identity_1274,Female_0-19_Dark
data\raw\images\fairface_0006817.jpg,data\raw\images\fairface_0006847.jpg,data\raw\images\fairface_0004571.jpg,train_identity_0029,train_identity_0029,train_identity_0152,Female_0-19_Dark
data\raw\images\fairface_0006817.jpg,data\raw\images\fairface_0006990.jpg,data\raw\images\fairface_0009399.jpg,train_identity_0029,train_identity_0029,train_identity_1038,Female_0-19_Dark
data\raw\images\fairface_0006817.jpg,data\raw\images\fairface_0007001.jpg,data\raw\images\fairface_0009621.jpg,train_identity_0029,train_identity_0029,train_identity_0273,Female_0-19_Dark
data\raw\images\fairface_0006847.jpg,data\raw\images\fairface_0006990.jpg,data\raw\images\fairface_0003844.jpg,train_identity_0029,train_identity_0029,train_identity_0142,Female_0-19_Dark
data\raw\images\fairface_0006847.jpg,data\raw\images\fairface_0007001.jpg,data\raw\images\fairface_0009460.jpg,train_identity_0029,train_identity_0029,train_identity_0758,Female_0-19_Dark
data\raw\images\fairface_0006990.jpg,data\raw\images\fairface_0007001.jpg,data\raw\images\fairface_0002848.jpg,train_identity_0029,train_identity_0029,train_identity_0325,Female_0-19_Dark
data\raw\images\fairface_0007048.jpg,data\raw\images\fairface_0007061.jpg,data\raw\images\fairface_0003466.jpg,train_identity_0030,train_identity_0030,train_identity_1709,Female_0-19_Dark
data\raw\images\fairface_0007048.jpg,data\raw\images\fairface_0007136.jpg,data\raw\images\fairface_0000158.jpg,train_identity_0030,train_identity_0030,train_identity_1254,Female_0-19_Dark
data\raw\images\fairface_0007048.jpg,data\raw\images\fairface_0007155.jpg,data\raw\images\fairface_0004873.jpg,train_identity_0030,train_identity_0030,train_identity_1369,Female_0-19_Dark
data\raw\images\fairface_0007061.jpg,data\raw\images\fairface_0007136.jpg,data\raw\images\fairface_0004583.jpg,train_identity_0030,train_identity_0030,train_identity_1360,Female_0-19_Dark
data\raw\images\fairface_0007061.jpg,data\raw\images\fairface_0007155.jpg,data\raw\images\fairface_0000037.jpg,train_identity_0030,train_identity_0030,train_identity_0277,Female_0-19_Dark
data\raw\images\fairface_0007136.jpg,data\raw\images\fairface_0007155.jpg,data\raw\images\fairface_0003787.jpg,train_identity_0030,train_identity_0030,train_identity_0238,Female_0-19_Dark
data\raw\images\fairface_0007190.jpg,data\raw\images\fairface_0007326.jpg,data\raw\images\fairface_0003011.jpg,train_identity_0031,train_identity_0031,train_identity_1522,Female_0-19_Dark
data\raw\images\fairface_0007190.jpg,data\raw\images\fairface_0007420.jpg,data\raw\images\fairface_0004940.jpg,train_identity_0031,train_identity_0031,train_identity_0559,Female_0-19_Dark
data\raw\images\fairface_0007190.jpg,data\raw\images\fairface_0007457.jpg,data\raw\images\fairface_0009344.jpg,train_identity_0031,train_identity_0031,train_identity_1240,Female_0-19_Dark
data\raw\images\fairface_0007326.jpg,data\raw\images\fairface_0007420.jpg,data\raw\images\fairface_0009147.jpg,train_identity_0031,train_identity_0031,train_identity_1471,Female_0-19_Dark
data\raw\images\fairface_0007326.jpg,data\raw\images\fairface_0007457.jpg,data\raw\images\fairface_0008046.jpg,train_identity_0031,train_identity_0031,train_identity_0418,Female_0-19_Dark
data\raw\images\fairface_0007420.jpg,data\raw\images\fairface_0007457.jpg,data\raw\images\fairface_0009336.jpg,train_identity_0031,train_identity_0031,train_identity_1037,Female_0-19_Dark
data\raw\images\fairface_0007496.jpg,data\raw\images\fairface_0007595.jpg,data\raw\images\fairface_0002860.jpg,train_identity_0032,train_identity_0032,train_identity_0516,Female_0-19_Dark
data\raw\images\fairface_0007496.jpg,data\raw\images\fairface_0007717.jpg,data\raw\images\fairface_0008008.jpg,train_identity_0032,train_identity_0032,train_identity_0191,Female_0-19_Dark
data\raw\images\fairface_0007496.jpg,data\raw\images\fairface_0007839.jpg,data\raw\images\fairface_0002147.jpg,train_identity_0032,train_identity_0032,train_identity_1700,Female_0-19_Dark
data\raw\images\fairface_0007595.jpg,data\raw\images\fairface_0007717.jpg,data\raw\images\fairface_0008617.jpg,train_identity_0032,train_identity_0032,train_identity_0092,Female_0-19_Dark
data\raw\images\fairface_0007595.jpg,data\raw\images\fairface_0007839.jpg,data\raw\images\fairface_0003611.jpg,train_identity_0032,train_identity_0032,train_identity_0685,Female_0-19_Dark
data\raw\images\fairface_0007717.jpg,data\raw\images\fairface_0007839.jpg,data\raw\images\fairface_0002199.jpg,train_identity_0032,train_identity_0032,train_identity_1306,Female_0-19_Dark
data\raw\images\fairface_0007841.jpg,data\raw\images\fairface_0007878.jpg,data\raw\images\fairface_0003296.jpg,train_identity_0033,train_identity_0033,train_identity_0332,Female_0-19_Dark
data\raw\images\fairface_0007841.jpg,data\raw\images\fairface_0007910.jpg,data\raw\images\fairface_0002124.jpg,train_identity_0033,train_identity_0033,train_identity_1131,Female_0-19_Dark
data\raw\images\fairface_0007841.jpg,data\raw\images\fairface_0007959.jpg,data\raw\images\fairface_0003250.jpg,train_identity_0033,train_identity_0033,train_identity_1150,Female_0-19_Dark
data\raw\images\fairface_0007878.jpg,data\raw\images\fairface_0007910.jpg,data\raw\images\fairface_0002673.jpg,train_identity_0033,train_identity_0033,train_identity_0231,Female_0-19_Dark
data\raw\images\fairface_0007878.jpg,data\raw\images\fairface_0007959.jpg,data\raw\images\fairface_0006923.jpg,train_identity_0033,train_identity_0033,train_identity_1417,Female_0-19_Dark
data\raw\images\fairface_0007910.jpg,data\raw\images\fairface_0007959.jpg,data\raw\images\fairface_0001247.jpg,train_identity_0033,train_identity_0033,train_identity_1119,Female_0-19_Dark
data\raw\images\fairface_0007961.jpg,data\raw\images\fairface_0007985.jpg,data\raw\images\fairface_0003835.jpg,train_identity_0034,train_identity_0034,train_identity_1711,Female_0-19_Dark
data\raw\images\fairface_0007961.jpg,data\raw\images\fairface_0008000.jpg,data\raw\images\fairface_0006348.jpg,train_identity_0034,train_identity_0034,train_identity_1194,Female_0-19_Dark
data\raw\images\fairface_0007961.jpg,data\raw\images\fairface_0008011.jpg,data\raw\images\fairface_0003171.jpg,train_identity_0034,train_identity_0034,train_identity_0882,Female_0-19_Dark
data\raw\images\fairface_0007985.jpg,data\raw\images\fairface_0008000.jpg,data\raw\images\fairface_0008091.jpg,train_identity_0034,train_identity_0034,train_identity_0087,Female_0-19_Dark
data\raw\images\fairface_0007985.jpg,data\raw\images\fairface_0008011.jpg,data\raw\images\fairface_0009729.jpg,train_identity_0034,train_identity_0034,train_identity_0748,Female_0-19_Dark
data\raw\images\fairface_0008000.jpg,data\raw\images\fairface_0008011.jpg,data\raw\images\fairface_0006447.jpg,train_identity_0034,train_identity_0034,train_identity_0734,Female_0-19_Dark
data\raw\images\fairface_0008218.jpg,data\raw\images\fairface_0008408.jpg,data\raw\images\fairface_0006136.jpg,train_identity_0035,train_identity_0035,train_identity_1398,Female_0-19_Dark
data\raw\images\fairface_0008218.jpg,data\raw\images\fairface_0008475.jpg,data\raw\images\fairface_0004795.jpg,train_identity_0035,train_identity_0035,train_identity_1367,Female_0-19_Dark
data\raw\images\fairface_0008218.jpg,data\raw\images\fairface_0008573.jpg,data\raw\images\fairface_0005014.jpg,train_identity_0035,train_identity_0035,train_identity_0726,Female_0-19_Dark
data\raw\images\fairface_0008408.jpg,data\raw\images\fairface_0008475.jpg,data\raw\images\fairface_0000929.jpg,train_identity_0035,train_identity_0035,train_identity_1273,Female_0-19_Dark
data\raw\images\fairface_0008408.jpg,data\raw\images\fairface_0008573.jpg,data\raw\images\fairface_0001558.jpg,train_identity_0035,train_identity_0035,train_identity_0486,Female_0-19_Dark
data\raw\images\fairface_0008475.jpg,data\raw\images\fairface_0008573.jpg,data\raw\images\fairface_0005899.jpg,train_identity_0035,train_identity_0035,train_identity_1640,Female_0-19_Dark
data\raw\images\fairface_0008622.jpg,data\raw\images\fairface_0008777.jpg,data\raw\images\fairface_0007170.jpg,train_identity_0036,train_identity_0036,train_identity_0846,Female_0-19_Dark
data\raw\images\fairface_0008622.jpg,data\raw\images\fairface_0008848.jpg,data\raw\images\fairface_0005405.jpg,train_identity_0036,train_identity_0036,train_identity_0369,Female_0-19_Dark
data\raw\images\fairface_0008622.jpg,data\raw\images\fairface_0009123.jpg,data\raw\images\fairface_0006410.jpg,train_identity_0036,train_identity_0036,train_identity_1604,Female_0-19_Dark
data\raw\images\fairface_0008777.jpg,data\raw\images\fairface_0008848.jpg,data\raw\images\fairface_0009238.jpg,train_identity_0036,train_identity_0036,train_identity_1644,Female_0-19_Dark
data\raw\images\fairface_0008777.jpg,data\raw\images\fairface_0009123.jpg,data\raw\images\fairface_0009488.jpg,train_identity_0036,train_identity_0036,train_identity_1507,Female_0-19_Dark
data\raw\images\fairface_0008848.jpg,data\raw\images\fairface_0009123.jpg,data\raw\images\fairface_0004331.jpg,train_identity_0036,train_identity_0036,train_identity_0548,Female_0-19_Dark
data\raw\images\fairface_0009181.jpg,data\raw\images\fairface_0009253.jpg,data\raw\images\fairface_0007505.jpg,train_identity_0037,train_identity_0037,train_identity_1614,Female_0-19_Dark
data\raw\images\fairface_0009181.jpg,data\raw\images\fairface_0009370.jpg,data\raw\images\fairface_0001034.jpg,train_identity_0037,train_identity_0037,train_identity_0785,Female_0-19_Dark
data\raw\images\fairface_0009181.jpg,data\raw\images\fairface_0009387.jpg,data\raw\images\fairface_0002969.jpg,train_identity_0037,train_identity_0037,train_identity_0965,Female_0-19_Dark
data\raw\images\fairface_0009253.jpg,data\raw\images\fairface_0009370.jpg,data\raw\images\fairface_0007633.jpg,train_identity_0037,train_identity_0037,train_identity_0410,Female_0-19_Dark
data\raw\images\fairface_0009253.jpg,data\raw\images\fairface_0009387.jpg,data\raw\images\fairface_0003351.jpg,train_identity_0037,train_identity_0037,train_identity_0718,Female_0-19_Dark
data\raw\images\fairface_0009370.jpg,data\raw\images\fairface_0009387.jpg,data\raw\images\fairface_0009301.jpg,train_identity_0037,train_identity_0037,train_identity_1682,Female_0-19_Dark
data\raw\images\fairface_0009624.jpg,data\raw\images\fairface_0009669.jpg,data\raw\images\fairface_0000083.jpg,train_identity_0038,train_identity_0038,train_identity_0458,Female_0-19_Dark
data\raw\images\fairface_0009624.jpg,data\raw\images\fairface_0009737.jpg,data\raw\images\fairface_0004315.jpg,train_identity_0038,train_identity_0038,train_identity_1353,Female_0-19_Dark
data\raw\images\fairface_0009624.jpg,data\raw\images\fairface_0009739.jpg,data\raw\images\fairface_0000645.jpg,train_identity_0038,train_identity_0038,train_identity_0818,Female_0-19_Dark
data\raw\images\fairface_0009669.jpg,data\raw\images\fairface_0009737.jpg,data\raw\images\fairface_0005655.jpg,train_identity_0038,train_identity_0038,train_identity_0572,Female_0-19_Dark
data\raw\images\fairface_0009669.jpg,data\raw\images\fairface_0009739.jpg,data\raw\images\fairface_0004494.jpg,train_identity_0038,train_identity_0038,train_identity_1585,Female_0-19_Dark
data\raw\images\fairface_0009737.jpg,data\raw\images\fairface_0009739.jpg,data\raw\images\fairface_0004011.jpg,train_identity_0038,train_identity_0038,train_identity_0721,Female_0-19_Dark
data\raw\images\fairface_0009741.jpg,data\raw\images\fairface_0009796.jpg,data\raw\images\fairface_0005994.jpg,train_identity_0039,train_identity_0039,train_identity_1393,Female_0-19_Dark
data\raw\images\fairface_0009741.jpg,data\raw\images\fairface_0009857.jpg,data\raw\images\fairface_0003207.jpg,train_identity_0039,train_identity_0039,train_identity_0058,Female_0-19_Dark
data\raw\images\fairface_0009741.jpg,data\raw\images\fairface_0009899.jpg,data\raw\images\fairface_0003755.jpg,train_identity_0039,train_identity_0039,train_identity_0536,Female_0-19_Dark
data\raw\images\fairface_0009741.jpg,data\raw\images\fairface_0009964.jpg,data\raw\images\fairface_0006206.jpg,train_identity_0039,train_identity_0039,train_identity_1191,Female_0-19_Dark
data\raw\images\fairface_0009796.jpg,data\raw\images\fairface_0009857.jpg,data\raw\images\fairface_0006883.jpg,train_identity_0039,train_identity_0039,train_identity_0080,Female_0-19_Dark
data\raw\images\fairface_0009796.jpg,data\raw\images\fairface_0009899.jpg,data\raw\images\fairface_0008224.jpg,train_identity_0039,train_identity_0039,train_identity_1223,Female_0-19_Dark
data\raw\images\fairface_0009796.jpg,data\raw\images\fairface_0009964.jpg,data\raw\images\fairface_0001755.jpg,train_identity_0039,train_identity_0039,train_identity_0709,Female_0-19_Dark
data\raw\images\fairface_0009857.jpg,data\raw\images\fairface_0009899.jpg,data\raw\images\fairface_0005185.jpg,train_identity_0039,train_identity_0039,train_identity_0895,Female_0-19_Dark
data\raw\images\fairface_0009857.jpg,data\raw\images\fairface_0009964.jpg,data\raw\images\fairface_0002747.jpg,train_identity_0039,train_identity_0039,train_identity_0790,Female_0-19_Dark
data\raw\images\fairface_0009899.jpg,data\raw\images\fairface_0009964.jpg,data\raw\images\fairface_0003170.jpg,train_identity_0039,train_identity_0039,train_identity_0523,Female_0-19_Dark
data\raw\images\fairface_0000013.jpg,data\raw\images\fairface_0000044.jpg,data\raw\images\fairface_0008472.jpg,train_identity_0040,train_identity_0040,train_identity_1453,Female_0-19_Light
